Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Game-Show,1. The Traitors,2023?,7.6?(2.6K),"Votes2,557",TV Series,Contestants in the game move into a majestic castle and work as a team to complete a series of dramatic and challenging missions to earn money for the prize pot. Some contestants are traitors some are loyal.,
Game-Show,2. The Traitors,2022?,8.8?(3.9K),"Votes3,863",TV Series,"Twenty-two strangers compete in a series of missions for a chance to win ¡Ì120k. However, amongst the players lie the 'Traitors', who meet in secret and decide who to eliminate from their fellow players known as 'Faithfuls'.",
Game-Show,3. Taskmaster,2015?,9.0?(19K),"Votes18,587",TV Series,"Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.",
Game-Show,4. Naked Attraction,2016?,5.4?(1.9K),"Votes1,867",TV Series,A controversial dating series in which people see potential love interests whose naked bodies are gradually revealed to them. Then they must get naked themselves and choose.,
Game-Show,5. RuPaul's Drag Race,2009?,8.5?(23K),"Votes22,910",TV Series,RuPaul searches for America's next drag superstar.,
Game-Show,6. Survivor,2000?,7.5?(27K),"Votes26,978",TV Series,A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.,
Game-Show,7. Whose Line Is It Anyway?,2013?2024,8.4?(9.5K),"Votes9,509",TV Series,"Aisha Tyler hosts this skit comedy show where the actors on the show, usually Wayne Brady, Colin Mochrie, Ryan Stiles and another guest star or two do different comedy skits. It's all improv and made up on the spot.",
Game-Show,8. Hell's Kitchen,2005?,7.2?(23K),"Votes22,507",TV Series,"World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen"".",
Game-Show,9. Squid Game: The Challenge,2023?,5.8?(16K),"Votes15,582",TV Series,Follows contestants as they compete in challenges based on the Korean children's games featured on the Squid Game to win a $4.56 million cash prize.,
Game-Show,10. Love Island,2015?,5.3?(4.5K),"Votes4,523",TV Series,"Single hopefuls looking for love complete tasks, couple off and get voted out week by week. Packed full of drama.",
Game-Show,11. The Traitors Australia,2022?2023,8.0?(922),Votes922,TV Series,"Deception, lies and betrayal are the name of the game as four Traitors infiltrate a group of 24 players and use their skills to eradicate 'loyal' contestants trying to win $250,000 in silver bars.",
Game-Show,12. The Great British Bake Off,2010?,8.6?(13K),"Votes12,549",TV Series,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,
Game-Show,13. Naked and Afraid,2013?,6.6?(4.9K),"Votes4,851",TV Series,"Reality show where two strangers (typically 1 male, 1 female) try to survive in the wild for up to 21 days, naked.",
Game-Show,14. Too Hot to Handle,2020?,4.7?(15K),"Votes14,657",TV Series,"On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex.",
Game-Show,15. Alone,2015?,8.4?(7.2K),"Votes7,187",TV Series,"Ten survival ""experts"" attempt to survive alone. The winner receives $500,000.",
Game-Show,16. Would I Lie to You?,2007?,8.2?(9.5K),"Votes9,487",TV Series,"Two teams, lead by their team leader (either Lee Mack or David Mitchell), have to try and make the other team believe their crazy stories.",
Game-Show,17. Top Chef,2006?,7.7?(6.7K),"Votes6,686",TV Series,"A reality competition show in which chefs compete against one another in culinary challenges and are a judged by a panel of food and wine experts, with one or more contestants eliminated each episode.",
Game-Show,18. Worst Cooks in America,2010?,6.3?(1.6K),"Votes1,635",TV Series,Some of the worst cooks in the country will compete in an elimination series. The last two standing have the chance to cook for culinary critics and win a cash prize.,
Game-Show,19. 8 Out of 10 Cats Does Countdown,2012?,8.2?(6.5K),"Votes6,493",TV Series,A raunchy spoof edition of Countdown (1982) with the stars of 8 Out of 10 Cats (2005).,
Game-Show,20. QI,2003?,8.6?(33K),"Votes33,342",TV Series,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer some questions as well.",
Game-Show,21. Face Off,2011?2018,8.2?(7.2K),"Votes7,171",TV Series,Special effects make up artists compete in challenges.,
Game-Show,22. 007: Road to a Million,2023?,6.8?(1.4K),"Votes1,446",TV Series,"Nine pairs of everyday people are unleashed on an epic global adventure through a series of Bond-inspired challenges, for a shot at winning a life-changing ¡Ì1,000,000 prize.",
Game-Show,23. Shark Tank,2009?,7.7?(11K),"Votes10,590",TV Series,Ambitious entrepreneurs present their breakthrough business concepts.,
Game-Show,24. Holey Moley,2019?,7.2?(1.3K),"Votes1,343",TV Series,Contestants put their miniature golf-and physical-skills to the test as they face off in out-of-this-world challenges on a supersized course.,
Game-Show,25. Ink Master,2012?,7.4?(4.7K),"Votes4,667",TV Series,Ten of the country's most creative and skilled tattoo artists are judged by icons of the tattoo world. They compete for a hundred thousand dollars and the title of "INK MASTER".,
Game-Show,26. America's Got Talent,2006?,5.8?(11K),"Votes10,562",TV Series,"A weekly talent competition where an array of performers -- from singers and dancers, to comedians and novelty acts -- vie for a $1 million cash prize.",
Game-Show,27. The Great Pottery Throw Down,2015?,8.6?(1.4K),"Votes1,354",TV Series,"Ten home potters from around the country head to Stoke-on-Trent, the home of pottery, in their quest to become Top Potter.",
Game-Show,28. Canada's Drag Race,2020?,7.4?(2.8K),"Votes2,814",TV Series,"12 drag queens compete to become Canada's Next Drag Superstar through challenges demonstrating their charisma, uniqueness, nerve and talent.",
Game-Show,29. Name That Tune,2021?,5.3?(469),Votes469,TV Series,Two players compete against each other in a race against the clock to test their knowledge of songs performed by a live band.,
Game-Show,30. The Circle,2020?,7.2?(8K),"Votes8,028",TV Series,"Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",
Game-Show,31. The Devil's Plan,2023?,8.2?(3K),"Votes2,976",TV Series,"In this competition of intelligence, contestants face off in games of wit and strategy to be crowned winner and go home with the ultimate prize.",
Game-Show,32. Masterchef,2010?,7.2?(9.7K),"Votes9,714",TV Series,A nationwide search for the best home cooks in America. One of 50 hopefuls will become a culinary star and one of America's "Masterchefs.",
Game-Show,33. Lego Masters,2020?,7.5?(3.1K),"Votes3,088",TV Series,"LEGO enthusiasts participate in a series of competitions that begin with a single LEGO brick and concludes with inspiring, complex constructions.",
Game-Show,34. House of Villains,2023?,6.6?(393),Votes393,TV Series,"Villains from some of television's most popular reality shows will be put in competition, where each week one will be eliminated until only one winner remains.",
Game-Show,35. Geordie Shore,2011?,5.2?(4.6K),"Votes4,625",TV Series,Reality TV show following eight young men and women as they spend a summer experiencing the highs and lows of Newcastle-upon-Tyne's party scene.,
Game-Show,36. Love Island,2019?,5.0?(1.5K),"Votes1,481",TV Series,U.S. version of the British show 'Love Island' where a group of singles come to stay in a villa for a few weeks and have to couple up with one another.,
Game-Show,37. Chopped,2007?,7.4?(4.3K),"Votes4,319",TV Series,"It's a Chopped All-Stars tournament event! Through four preliminary competitions, sixteen celebrities battle it out for a spot in the $50,000 finale!",
Game-Show,38. Press Your Luck,2019?,6.5?(481),Votes481,TV Series,"A game of wits, strategy and high stakes as contestants try to avoid the iconic WHAMMY for a chance at life-changing cash and prizes.",
Game-Show,39. The Traitors Canada,2023?,7.0?(183),Votes183,TV Series,"Twenty players attempt to win a prize of up to $250,000 in the ultimate murder mystery game.",
Game-Show,40. The Bachelor,2002?,3.2?(7.5K),"Votes7,466",TV Series,"A single bachelor dates multiple women over several weeks, narrowing them down to hopefully find his true love.",
Game-Show,41. RuPaul's Drag Race All Stars,2012?,8.6?(9.5K),"Votes9,547",TV Series,New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.,
Game-Show,42. The Mole,2022?,7.6?(3.7K),"Votes3,670",TV Series,It follows twelve players as they work together in challenges to add money to a pot that only one of them will win.,
Game-Show,43. 8 Out of 10 Cats,2005?,7.7?(6.1K),"Votes6,095",TV Series,8 Out Of 10 Cats is a cheeky and articulate comedy panel show hosted by English comedian Jimmy Carr that uses statistics and a series of opinion polls as a basis for discussion.,
Game-Show,44. Deal or No Deal UK,2005?2019,5.0?(4.3K),"Votes4,252",TV Series,"Contestants face 26 sums of money, 26 suitcases, and one question: Deal or no deal?",
Game-Show,45. Forged in Fire,2015?,8.2?(4.3K),"Votes4,280",TV Series,Four custom knife makers compete to make the best usable knife through a series of challenges.,
Game-Show,46. I Can See Your Voice,2020?,5.7?(535),Votes535,TV Series,A celebrity panel tries to guess the skilled vocalists from the tone-deaf singers without hearing them sing. With the help of a "tone-deaf detective team.,
Game-Show,47. Celebrity Jeopardy!,2022?,6.9?(270),Votes270,TV Series,Celebrity contestants compete for a chance to win money for a charity of their choice.,
Game-Show,48. @midnight,2013?2017,7.7?(2.2K),"Votes2,204",TV Series,"Scrutinized by comedians, Hardwick explores the Internet through clips and images, revealing its oddities.",
Game-Show,49. Guy's Grocery Games,2013?,6.7?(1.7K),"Votes1,712",TV Series,"Chefs compete for the chance of $20,000 as they are cooking inside a grocery store.",
Game-Show,50. Gladiators,2008?2009,6.0?(181),Votes181,TV Series,Revival Of The Classic 90s Game Show,
Game-Show,51. Naked and Afraid XL,2015?,7.3?(1.8K),"Votes1,826",TV Series,A group of amateur survivalists are put to the ultimate test in the wild for 40 days with nothing but a few primitive tools. No food. No clothing. No water. They must hunt and gather whatever they need until extraction day.,
Game-Show,52. America's Next Top Model,2003?2018,5.6?(18K),"Votes18,407",TV Series,A cyclical competition in which women from all over the U.S. compete for the honor of being America's next "it girl" in the modeling world.,
Game-Show,53. Penn & Teller: Fool Us,2011?,8.0?(4.1K),"Votes4,116",TV Series,"Aspiring magicians from all over the world perform their best tricks to try and fool Penn and Teller, the world-famous magician duo. If the two can not guess how the trick was done, the ""fooler"" gets to be on their Las Vegas magic show.",
